Entity,Code,Date,Confirmed COVID-19 deaths per million people (deaths per million),Year,GDP per capita (international-$)
Afghanistan,AFG,"Feb 26, 2020",,2017,1803.98748708124
Afghanistan,AFG,"Feb 27, 2020",,2017,1803.98748708124
Afghanistan,AFG,"Feb 28, 2020",,2017,1803.98748708124
Afghanistan,AFG,"Feb 29, 2020",,2017,1803.98748708124
Afghanistan,AFG,"Mar 1, 2020",,2017,1803.98748708124
Afghanistan,AFG,"Mar 2, 2020",,2017,1803.98748708124
Afghanistan,AFG,"Mar 3, 2020",,2017,1803.98748708124
Afghanistan,AFG,"Mar 4, 2020",,2017,1803.98748708124
Afghanistan,AFG,"Mar 5, 2020",,2017,1803.98748708124
Afghanistan,AFG,"Mar 6, 2020",,2017,1803.98748708124
Afghanistan,AFG,"Mar 7, 2020",,2017,1803.98748708124
Afghanistan,AFG,"Mar 8, 2020",,2017,1803.98748708124
Afghanistan,AFG,"Mar 9, 2020",,2017,1803.98748708124
Afghanistan,AFG,"Mar 10, 2020",,2017,1803.98748708124
Afghanistan,AFG,"Mar 11, 2020",,2017,1803.98748708124
Afghanistan,AFG,"Mar 12, 2020",,2017,1803.98748708124
Afghanistan,AFG,"Mar 13, 2020",,2017,1803.98748708124
Afghanistan,AFG,"Mar 14, 2020",,2017,1803.98748708124
Afghanistan,AFG,"Mar 15, 2020",,2017,1803.98748708124
Afghanistan,AFG,"Mar 16, 2020",,2017,1803.98748708124
Afghanistan,AFG,"Mar 17, 2020",,2017,1803.98748708124
Afghanistan,AFG,"Mar 18, 2020",,2017,1803.98748708124
Afghanistan,AFG,"Mar 19, 2020",,2017,1803.98748708124
Afghanistan,AFG,"Mar 20, 2020",,2017,1803.98748708124
Afghanistan,AFG,"Mar 21, 2020",,2017,1803.98748708124
Afghanistan,AFG,"Mar 22, 2020",,2017,1803.98748708124
Afghanistan,AFG,"Mar 23, 2020",,2017,1803.98748708124
Afghanistan,AFG,"Mar 24, 2020",0.026,2017,1803.98748708124
Afghanistan,AFG,"Mar 25, 2020",0.026,2017,1803.98748708124
Afghanistan,AFG,"Mar 26, 2020",0.026,2017,1803.98748708124
Afghanistan,AFG,"Mar 27, 2020",0.026,2017,1803.98748708124
Afghanistan,AFG,"Mar 28, 2020",0.051,2017,1803.98748708124
Afghanistan,AFG,"Mar 29, 2020",0.077,2017,1803.98748708124
Afghanistan,AFG,"Mar 30, 2020",0.103,2017,1803.98748708124
Afghanistan,AFG,"Mar 31, 2020",0.103,2017,1803.98748708124
Afghanistan,AFG,"Apr 1, 2020",0.103,2017,1803.98748708124
Afghanistan,AFG,"Apr 2, 2020",0.103,2017,1803.98748708124
Afghanistan,AFG,"Apr 3, 2020",0.103,2017,1803.98748708124
Afghanistan,AFG,"Apr 4, 2020",0.103,2017,1803.98748708124
Afghanistan,AFG,"Apr 5, 2020",0.128,2017,1803.98748708124
Afghanistan,AFG,"Apr 6, 2020",0.18,2017,1803.98748708124
Afghanistan,AFG,"Apr 7, 2020",0.18,2017,1803.98748708124
Afghanistan,AFG,"Apr 8, 2020",0.283,2017,1803.98748708124
Afghanistan,AFG,"Apr 9, 2020",0.36,2017,1803.98748708124
Afghanistan,AFG,"Apr 10, 2020",0.385,2017,1803.98748708124
Afghanistan,AFG,"Apr 11, 2020",0.385,2017,1803.98748708124
Afghanistan,AFG,"Apr 12, 2020",0.462,2017,1803.98748708124
Afghanistan,AFG,"Apr 13, 2020",0.462,2017,1803.98748708124
Afghanistan,AFG,"Apr 14, 2020",0.539,2017,1803.98748708124
Afghanistan,AFG,"Apr 15, 2020",0.591,2017,1803.98748708124
Afghanistan,AFG,"Apr 16, 2020",0.642,2017,1803.98748708124
Afghanistan,AFG,"Apr 17, 2020",0.745,2017,1803.98748708124
Afghanistan,AFG,"Apr 18, 2020",0.771,2017,1803.98748708124
Afghanistan,AFG,"Apr 19, 2020",0.771,2017,1803.98748708124
Afghanistan,AFG,"Apr 20, 2020",0.848,2017,1803.98748708124
Afghanistan,AFG,"Apr 21, 2020",0.899,2017,1803.98748708124
Afghanistan,AFG,"Apr 22, 2020",0.925,2017,1803.98748708124
Afghanistan,AFG,"Apr 23, 2020",1.028,2017,1803.98748708124
Afghanistan,AFG,"Apr 24, 2020",1.079,2017,1803.98748708124
Afghanistan,AFG,"Apr 25, 2020",1.105,2017,1803.98748708124
Afghanistan,AFG,"Apr 26, 2020",1.207,2017,1803.98748708124
Afghanistan,AFG,"Apr 27, 2020",1.464,2017,1803.98748708124
Afghanistan,AFG,"Apr 28, 2020",1.464,2017,1803.98748708124
Afghanistan,AFG,"Apr 29, 2020",1.541,2017,1803.98748708124
Afghanistan,AFG,"Apr 30, 2020",1.541,2017,1803.98748708124
Afghanistan,AFG,"May 1, 2020",1.644,2017,1803.98748708124
Afghanistan,AFG,"May 2, 2020",1.747,2017,1803.98748708124
Afghanistan,AFG,"May 3, 2020",1.85,2017,1803.98748708124
Afghanistan,AFG,"May 4, 2020",2.183,2017,1803.98748708124
Afghanistan,AFG,"May 5, 2020",2.312,2017,1803.98748708124
Afghanistan,AFG,"May 6, 2020",2.44,2017,1803.98748708124
Afghanistan,AFG,"May 7, 2020",2.672,2017,1803.98748708124
Africa,,"Mar 9, 2020",0.001,,
Africa,,"Mar 10, 2020",0.001,,
Africa,,"Mar 11, 2020",0.001,,
Africa,,"Mar 12, 2020",0.001,,
Africa,,"Mar 13, 2020",0.003,,
Africa,,"Mar 14, 2020",0.004,,
Africa,,"Mar 15, 2020",0.004,,
Africa,,"Mar 16, 2020",0.006,,
Africa,,"Mar 17, 2020",0.006,,
Africa,,"Mar 18, 2020",0.009,,
Africa,,"Mar 19, 2020",0.012,,
Africa,,"Mar 20, 2020",0.013,,
Africa,,"Mar 21, 2020",0.018,,
Africa,,"Mar 22, 2020",0.026,,
Africa,,"Mar 23, 2020",0.033,,
Africa,,"Mar 24, 2020",0.039,,
Africa,,"Mar 25, 2020",0.048,,
Africa,,"Mar 26, 2020",0.054,,
Africa,,"Mar 27, 2020",0.063,,
Africa,,"Mar 28, 2020",0.077,,
Africa,,"Mar 29, 2020",0.092,,
Africa,,"Mar 30, 2020",0.107,,
Africa,,"Mar 31, 2020",0.124,,
Africa,,"Apr 1, 2020",0.141,,
Africa,,"Apr 2, 2020",0.167,,
Africa,,"Apr 3, 2020",0.191,,
Africa,,"Apr 4, 2020",0.228,,
Africa,,"Apr 5, 2020",0.283,,
Africa,,"Apr 6, 2020",0.324,,
Africa,,"Apr 7, 2020",0.356,,
Africa,,"Apr 8, 2020",0.389,,
Africa,,"Apr 9, 2020",0.427,,
Africa,,"Apr 10, 2020",0.47,,
Africa,,"Apr 11, 2020",0.515,,
Africa,,"Apr 12, 2020",0.554,,
Africa,,"Apr 13, 2020",0.589,,
Africa,,"Apr 14, 2020",0.623,,
Africa,,"Apr 15, 2020",0.653,,
Africa,,"Apr 16, 2020",0.68,,
Africa,,"Apr 17, 2020",0.72,,
Africa,,"Apr 18, 2020",0.758,,
Africa,,"Apr 19, 2020",0.788,,
Africa,,"Apr 20, 2020",0.835,,
Africa,,"Apr 21, 2020",0.862,,
Africa,,"Apr 22, 2020",0.887,,
Africa,,"Apr 23, 2020",0.919,,
Africa,,"Apr 24, 2020",0.959,,
Africa,,"Apr 25, 2020",0.995,,
Africa,,"Apr 26, 2020",1.028,,
Africa,,"Apr 27, 2020",1.055,,
Africa,,"Apr 28, 2020",1.097,,
Africa,,"Apr 29, 2020",1.137,,
Africa,,"Apr 30, 2020",1.187,,
Africa,,"May 1, 2020",1.22,,
Africa,,"May 2, 2020",1.261,,
Africa,,"May 3, 2020",1.313,,
Africa,,"May 4, 2020",1.342,,
Africa,,"May 5, 2020",1.376,,
Africa,,"May 6, 2020",1.428,,
Africa,,"May 7, 2020",1.5,,
Albania,ALB,"Dec 31, 2019",,2017,11803.4305936025
Albania,ALB,"Jan 1, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 2, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 3, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 4, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 5, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 6, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 7, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 8, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 9, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 10, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 11, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 12, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 13, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 14, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 15, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 16, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 17, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 18, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 19, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 20, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 21, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 22, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 23, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 24, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 25, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 26, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 27, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 28, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 29, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 30, 2020",,2017,11803.4305936025
Albania,ALB,"Jan 31, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 1, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 2, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 3, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 4, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 5, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 6, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 7, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 8, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 9, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 10, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 11, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 12, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 13, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 14, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 15, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 16, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 17, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 18, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 19, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 20, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 21, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 22, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 23, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 24, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 25, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 26, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 27, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 28, 2020",,2017,11803.4305936025
Albania,ALB,"Feb 29, 2020",,2017,11803.4305936025
Albania,ALB,"Mar 1, 2020",,2017,11803.4305936025
Albania,ALB,"Mar 2, 2020",,2017,11803.4305936025
Albania,ALB,"Mar 3, 2020",,2017,11803.4305936025
Albania,ALB,"Mar 4, 2020",,2017,11803.4305936025
Albania,ALB,"Mar 5, 2020",,2017,11803.4305936025
Albania,ALB,"Mar 6, 2020",,2017,11803.4305936025
Albania,ALB,"Mar 7, 2020",,2017,11803.4305936025
Albania,ALB,"Mar 8, 2020",,2017,11803.4305936025
Albania,ALB,"Mar 9, 2020",,2017,11803.4305936025
Albania,ALB,"Mar 10, 2020",,2017,11803.4305936025
Albania,ALB,"Mar 11, 2020",,2017,11803.4305936025
Albania,ALB,"Mar 12, 2020",0.347,2017,11803.4305936025
Albania,ALB,"Mar 13, 2020",0.347,2017,11803.4305936025
Albania,ALB,"Mar 14, 2020",0.347,2017,11803.4305936025
Albania,ALB,"Mar 15, 2020",0.347,2017,11803.4305936025
Albania,ALB,"Mar 16, 2020",0.347,2017,11803.4305936025
Albania,ALB,"Mar 17, 2020",0.347,2017,11803.4305936025
Albania,ALB,"Mar 18, 2020",0.347,2017,11803.4305936025
Albania,ALB,"Mar 19, 2020",0.695,2017,11803.4305936025
Albania,ALB,"Mar 20, 2020",0.695,2017,11803.4305936025
Albania,ALB,"Mar 21, 2020",0.695,2017,11803.4305936025
Albania,ALB,"Mar 22, 2020",0.695,2017,11803.4305936025
Albania,ALB,"Mar 23, 2020",0.695,2017,11803.4305936025
Albania,ALB,"Mar 24, 2020",1.39,2017,11803.4305936025
Albania,ALB,"Mar 25, 2020",1.737,2017,11803.4305936025
Albania,ALB,"Mar 26, 2020",1.737,2017,11803.4305936025
Albania,ALB,"Mar 27, 2020",2.085,2017,11803.4305936025
Albania,ALB,"Mar 28, 2020",3.127,2017,11803.4305936025
Albania,ALB,"Mar 29, 2020",3.475,2017,11803.4305936025
Albania,ALB,"Mar 30, 2020",3.475,2017,11803.4305936025
Albania,ALB,"Mar 31, 2020",4.17,2017,11803.4305936025
Albania,ALB,"Apr 1, 2020",5.212,2017,11803.4305936025
Albania,ALB,"Apr 2, 2020",5.212,2017,11803.4305936025
Albania,ALB,"Apr 3, 2020",5.56,2017,11803.4305936025
Albania,ALB,"Apr 4, 2020",5.907,2017,11803.4305936025
Albania,ALB,"Apr 5, 2020",6.602,2017,11803.4305936025
Albania,ALB,"Apr 6, 2020",7.297,2017,11803.4305936025
Albania,ALB,"Apr 7, 2020",7.645,2017,11803.4305936025
Albania,ALB,"Apr 8, 2020",7.645,2017,11803.4305936025
Albania,ALB,"Apr 9, 2020",7.645,2017,11803.4305936025
Albania,ALB,"Apr 10, 2020",7.992,2017,11803.4305936025
Albania,ALB,"Apr 11, 2020",7.992,2017,11803.4305936025
Albania,ALB,"Apr 12, 2020",7.992,2017,11803.4305936025
Albania,ALB,"Apr 13, 2020",7.992,2017,11803.4305936025
Albania,ALB,"Apr 14, 2020",7.992,2017,11803.4305936025
Albania,ALB,"Apr 15, 2020",8.34,2017,11803.4305936025
Albania,ALB,"Apr 16, 2020",8.687,2017,11803.4305936025
Albania,ALB,"Apr 17, 2020",9.035,2017,11803.4305936025
Albania,ALB,"Apr 18, 2020",9.035,2017,11803.4305936025
Albania,ALB,"Apr 19, 2020",9.035,2017,11803.4305936025
Albania,ALB,"Apr 20, 2020",9.035,2017,11803.4305936025
Albania,ALB,"Apr 21, 2020",9.035,2017,11803.4305936025
Albania,ALB,"Apr 22, 2020",9.035,2017,11803.4305936025
Albania,ALB,"Apr 23, 2020",9.382,2017,11803.4305936025
Albania,ALB,"Apr 24, 2020",9.382,2017,11803.4305936025
Albania,ALB,"Apr 25, 2020",9.382,2017,11803.4305936025
Albania,ALB,"Apr 26, 2020",9.382,2017,11803.4305936025
Albania,ALB,"Apr 27, 2020",9.73,2017,11803.4305936025
Albania,ALB,"Apr 28, 2020",9.73,2017,11803.4305936025
Albania,ALB,"Apr 29, 2020",10.425,2017,11803.4305936025
Albania,ALB,"Apr 30, 2020",10.772,2017,11803.4305936025
Albania,ALB,"May 1, 2020",10.772,2017,11803.4305936025
Albania,ALB,"May 2, 2020",10.772,2017,11803.4305936025
Albania,ALB,"May 3, 2020",10.772,2017,11803.4305936025
Albania,ALB,"May 4, 2020",10.772,2017,11803.4305936025
Albania,ALB,"May 5, 2020",10.772,2017,11803.4305936025
Albania,ALB,"May 6, 2020",10.772,2017,11803.4305936025
Albania,ALB,"May 7, 2020",10.772,2017,11803.4305936025
Algeria,DZA,"Dec 31, 2019",,2017,13913.8393634819
Algeria,DZA,"Jan 1, 2020",,2017,13913.8393634819
Algeria,DZA,"Jan 2, 2020",,2017,13913.8393634819
Algeria,DZA,"Jan 3, 2020",,2017,13913.8393634819
Algeria,DZA,"Jan 4, 2020",,2017,13913.8393634819
Algeria,DZA,"Jan 5, 2020",,2017,13913.8393634819
Algeria,DZA,"Jan 6, 2020",,2017,13913.8393634819
Algeria,DZA,"Jan 7, 2020",,2017,13913.8393634819
Algeria,DZA,"Jan 8, 2020",,2017,13913.8393634819
Algeria,DZA,"Jan 9, 2020",,2017,13913.8393634819
Algeria,DZA,"Jan 10, 2020",,2017,13913.8393634819
Algeria,DZA,"Jan 11, 2020",,2017,13913.8393634819
Algeria,DZA,"Jan 12, 2020",,2017,13913.8393634819
Algeria,DZA,"Jan 13, 2020",,2017,13913.8393634819
Algeria,DZA,"Jan 14, 2020",,2017,13913.8393634819
Algeria,DZA,"Jan 15, 2020",,2017,13913.8393634819
Algeria,DZA,"Jan 16, 2020",,2017,13913.8393634819
Algeria,DZA,"Jan 17, 2020",,2017,13913.8393634819
Algeria,DZA,"Jan 18, 2020",,2017,13913.8393634819
Algeria,DZA,"Jan 19, 2020",,2017,13913.8393634819
Algeria,DZA,"Jan 20, 2020",,2017,13913.8393634819
Algeria,DZA,"Jan 21, 2020",,2017,13913.8393634819
Algeria,DZA,"Jan 22, 2020",,2017,13913.8393634819
Algeria,DZA,"Jan 23, 2020",,2017,13913.8393634819
Algeria,DZA,"Jan 24, 2020",,2017,13913.8393634819
Algeria,DZA,"Jan 25, 2020",,2017,13913.8393634819
Algeria,DZA,"Jan 26, 2020",,2017,13913.8393634819
Algeria,DZA,"Jan 27, 2020",,2017,13913.8393634819
Algeria,DZA,"Jan 28, 2020",,2017,13913.8393634819
Algeria,DZA,"Jan 29, 2020",,2017,13913.8393634819
Algeria,DZA,"Jan 30, 2020",,2017,13913.8393634819
Algeria,DZA,"Jan 31, 2020",,2017,13913.8393634819
Algeria,DZA,"Feb 1, 2020",,2017,13913.8393634819
Algeria,DZA,"Feb 2, 2020",,2017,13913.8393634819
Algeria,DZA,"Feb 3, 2020",,2017,13913.8393634819
Algeria,DZA,"Feb 4, 2020",,2017,13913.8393634819
Algeria,DZA,"Feb 5, 2020",,2017,13913.8393634819
Algeria,DZA,"Feb 6, 2020",,2017,13913.8393634819
Algeria,DZA,"Feb 7, 2020",,2017,13913.8393634819
Algeria,DZA,"Feb 8, 2020",,2017,13913.8393634819
Algeria,DZA,"Feb 9, 2020",,2017,13913.8393634819
Algeria,DZA,"Feb 10, 2020",,2017,13913.8393634819
Algeria,DZA,"Feb 11, 2020",,2017,13913.8393634819
Algeria,DZA,"Feb 12, 2020",,2017,13913.8393634819
Algeria,DZA,"Feb 13, 2020",,2017,13913.8393634819
Algeria,DZA,"Feb 14, 2020",,2017,13913.8393634819
Algeria,DZA,"Feb 15, 2020",,2017,13913.8393634819
Algeria,DZA,"Feb 16, 2020",,2017,13913.8393634819
Algeria,DZA,"Feb 17, 2020",,2017,13913.8393634819
Algeria,DZA,"Feb 18, 2020",,2017,13913.8393634819
Algeria,DZA,"Feb 19, 2020",,2017,13913.8393634819
Algeria,DZA,"Feb 20, 2020",,2017,13913.8393634819
Algeria,DZA,"Feb 21, 2020",,2017,13913.8393634819
Algeria,DZA,"Feb 22, 2020",,2017,13913.8393634819
Algeria,DZA,"Feb 23, 2020",,2017,13913.8393634819
Algeria,DZA,"Feb 24, 2020",,2017,13913.8393634819
Algeria,DZA,"Feb 25, 2020",,2017,13913.8393634819
Algeria,DZA,"Feb 26, 2020",,2017,13913.8393634819
Algeria,DZA,"Feb 27, 2020",,2017,13913.8393634819
Algeria,DZA,"Feb 28, 2020",,2017,13913.8393634819
Algeria,DZA,"Feb 29, 2020",,2017,13913.8393634819
Algeria,DZA,"Mar 1, 2020",,2017,13913.8393634819
Algeria,DZA,"Mar 2, 2020",,2017,13913.8393634819
Algeria,DZA,"Mar 3, 2020",,2017,13913.8393634819
Algeria,DZA,"Mar 4, 2020",,2017,13913.8393634819
Algeria,DZA,"Mar 5, 2020",,2017,13913.8393634819
Algeria,DZA,"Mar 6, 2020",,2017,13913.8393634819
Algeria,DZA,"Mar 7, 2020",,2017,13913.8393634819
Algeria,DZA,"Mar 8, 2020",,2017,13913.8393634819
Algeria,DZA,"Mar 9, 2020",,2017,13913.8393634819
Algeria,DZA,"Mar 10, 2020",,2017,13913.8393634819
Algeria,DZA,"Mar 11, 2020",,2017,13913.8393634819
Algeria,DZA,"Mar 12, 2020",,2017,13913.8393634819
Algeria,DZA,"Mar 13, 2020",0.023,2017,13913.8393634819
Algeria,DZA,"Mar 14, 2020",0.046,2017,13913.8393634819
Algeria,DZA,"Mar 15, 2020",0.046,2017,13913.8393634819
Algeria,DZA,"Mar 16, 2020",0.091,2017,13913.8393634819
Algeria,DZA,"Mar 17, 2020",0.091,2017,13913.8393634819
Algeria,DZA,"Mar 18, 2020",0.114,2017,13913.8393634819
Algeria,DZA,"Mar 19, 2020",0.137,2017,13913.8393634819
Algeria,DZA,"Mar 20, 2020",0.16,2017,13913.8393634819
Algeria,DZA,"Mar 21, 2020",0.228,2017,13913.8393634819
Algeria,DZA,"Mar 22, 2020",0.342,2017,13913.8393634819
Algeria,DZA,"Mar 23, 2020",0.388,2017,13913.8393634819
Algeria,DZA,"Mar 24, 2020",0.388,2017,13913.8393634819
Algeria,DZA,"Mar 25, 2020",0.433,2017,13913.8393634819
Algeria,DZA,"Mar 26, 2020",0.479,2017,13913.8393634819
Algeria,DZA,"Mar 27, 2020",0.57,2017,13913.8393634819
Algeria,DZA,"Mar 28, 2020",0.593,2017,13913.8393634819
Algeria,DZA,"Mar 29, 2020",0.661,2017,13913.8393634819
Algeria,DZA,"Mar 30, 2020",0.707,2017,13913.8393634819
Algeria,DZA,"Mar 31, 2020",0.798,2017,13913.8393634819
Algeria,DZA,"Apr 1, 2020",1.003,2017,13913.8393634819
Algeria,DZA,"Apr 2, 2020",1.323,2017,13913.8393634819
Algeria,DZA,"Apr 3, 2020",1.437,2017,13913.8393634819
Algeria,DZA,"Apr 4, 2020",2.394,2017,13913.8393634819
Algeria,DZA,"Apr 5, 2020",2.965,2017,13913.8393634819
Algeria,DZA,"Apr 6, 2020",3.466,2017,13913.8393634819
Algeria,DZA,"Apr 7, 2020",3.945,2017,13913.8393634819
Algeria,DZA,"Apr 8, 2020",4.401,2017,13913.8393634819
Algeria,DZA,"Apr 9, 2020",4.675,2017,13913.8393634819
Algeria,DZA,"Apr 10, 2020",5.359,2017,13913.8393634819
Algeria,DZA,"Apr 11, 2020",5.838,2017,13913.8393634819
Algeria,DZA,"Apr 12, 2020",6.271,2017,13913.8393634819
Algeria,DZA,"Apr 13, 2020",6.682,2017,13913.8393634819
Algeria,DZA,"Apr 14, 2020",7.138,2017,13913.8393634819
Algeria,DZA,"Apr 15, 2020",7.411,2017,13913.8393634819
Algeria,DZA,"Apr 16, 2020",7.662,2017,13913.8393634819
Algeria,DZA,"Apr 17, 2020",7.936,2017,13913.8393634819
Algeria,DZA,"Apr 18, 2020",8.301,2017,13913.8393634819
Algeria,DZA,"Apr 19, 2020",8.369,2017,13913.8393634819
Algeria,DZA,"Apr 20, 2020",8.552,2017,13913.8393634819
Algeria,DZA,"Apr 21, 2020",8.757,2017,13913.8393634819
Algeria,DZA,"Apr 22, 2020",8.939,2017,13913.8393634819
Algeria,DZA,"Apr 23, 2020",9.167,2017,13913.8393634819
Algeria,DZA,"Apr 24, 2020",9.281,2017,13913.8393634819
Algeria,DZA,"Apr 25, 2020",9.464,2017,13913.8393634819
Algeria,DZA,"Apr 26, 2020",9.555,2017,13913.8393634819
