Entity,Code,Date,Contact tracing (OxBSG) (Contract tracing)
Afghanistan,AFG,"Feb 24, 2020",1
Afghanistan,AFG,"Feb 25, 2020",1
Afghanistan,AFG,"Feb 26, 2020",1
Afghanistan,AFG,"Feb 27, 2020",1
Afghanistan,AFG,"Feb 28, 2020",1
Afghanistan,AFG,"Feb 29, 2020",1
Afghanistan,AFG,"Mar 1, 2020",1
Afghanistan,AFG,"Mar 2, 2020",1
Afghanistan,AFG,"Mar 3, 2020",1
Afghanistan,AFG,"Mar 4, 2020",1
Afghanistan,AFG,"Mar 5, 2020",1
Afghanistan,AFG,"Mar 6, 2020",1
Afghanistan,AFG,"Mar 7, 2020",1
Afghanistan,AFG,"Mar 8, 2020",1
Afghanistan,AFG,"Mar 9, 2020",1
Afghanistan,AFG,"Mar 10, 2020",1
Afghanistan,AFG,"Mar 11, 2020",1
Afghanistan,AFG,"Mar 12, 2020",1
Afghanistan,AFG,"Mar 13, 2020",1
Afghanistan,AFG,"Mar 14, 2020",1
Afghanistan,AFG,"Mar 15, 2020",1
Afghanistan,AFG,"Mar 16, 2020",1
Afghanistan,AFG,"Mar 17, 2020",1
Afghanistan,AFG,"Mar 18, 2020",1
Afghanistan,AFG,"Mar 19, 2020",1
Afghanistan,AFG,"Mar 20, 2020",1
Afghanistan,AFG,"Mar 21, 2020",1
Afghanistan,AFG,"Mar 22, 2020",1
Afghanistan,AFG,"Mar 23, 2020",1
Afghanistan,AFG,"Mar 24, 2020",1
Afghanistan,AFG,"Mar 25, 2020",1
Afghanistan,AFG,"Mar 26, 2020",1
Afghanistan,AFG,"Mar 27, 2020",1
Afghanistan,AFG,"Mar 28, 2020",1
Afghanistan,AFG,"Mar 29, 2020",1
Afghanistan,AFG,"Mar 30, 2020",1
Afghanistan,AFG,"Mar 31, 2020",1
Afghanistan,AFG,"Apr 1, 2020",1
Afghanistan,AFG,"Apr 2, 2020",1
Afghanistan,AFG,"Apr 3, 2020",1
Afghanistan,AFG,"Apr 4, 2020",1
Afghanistan,AFG,"Apr 5, 2020",1
Afghanistan,AFG,"Apr 6, 2020",1
Afghanistan,AFG,"Apr 7, 2020",1
Afghanistan,AFG,"Apr 8, 2020",1
Afghanistan,AFG,"Apr 9, 2020",1
Afghanistan,AFG,"Apr 10, 2020",1
Afghanistan,AFG,"Apr 11, 2020",1
Afghanistan,AFG,"Apr 12, 2020",1
Afghanistan,AFG,"Apr 13, 2020",1
Afghanistan,AFG,"Apr 14, 2020",1
Afghanistan,AFG,"Apr 15, 2020",1
Afghanistan,AFG,"Apr 16, 2020",1
Afghanistan,AFG,"Apr 17, 2020",1
Afghanistan,AFG,"Apr 18, 2020",1
Afghanistan,AFG,"Apr 19, 2020",1
Afghanistan,AFG,"Apr 20, 2020",1
Afghanistan,AFG,"Apr 21, 2020",1
Afghanistan,AFG,"Apr 22, 2020",1
Afghanistan,AFG,"Apr 23, 2020",1
Afghanistan,AFG,"Apr 24, 2020",1
Afghanistan,AFG,"Apr 25, 2020",1
Afghanistan,AFG,"Apr 26, 2020",1
Afghanistan,AFG,"Apr 27, 2020",1
Afghanistan,AFG,"Apr 28, 2020",1
Afghanistan,AFG,"Apr 29, 2020",1
Afghanistan,AFG,"Apr 30, 2020",1
Albania,ALB,"Mar 8, 2020",1
Albania,ALB,"Mar 9, 2020",1
Albania,ALB,"Mar 10, 2020",1
Albania,ALB,"Mar 11, 2020",1
Albania,ALB,"Mar 12, 2020",1
Albania,ALB,"Mar 13, 2020",1
Albania,ALB,"Mar 14, 2020",1
Albania,ALB,"Mar 15, 2020",1
Albania,ALB,"Mar 16, 2020",1
Albania,ALB,"Mar 17, 2020",1
Albania,ALB,"Mar 18, 2020",1
Albania,ALB,"Mar 19, 2020",1
Albania,ALB,"Mar 20, 2020",1
Albania,ALB,"Mar 21, 2020",1
Albania,ALB,"Mar 22, 2020",1
Albania,ALB,"Mar 23, 2020",1
Albania,ALB,"Mar 24, 2020",1
Albania,ALB,"Mar 25, 2020",1
Albania,ALB,"Mar 26, 2020",1
Albania,ALB,"Mar 27, 2020",1
Albania,ALB,"Mar 28, 2020",1
Albania,ALB,"Mar 29, 2020",1
Albania,ALB,"Mar 30, 2020",1
Albania,ALB,"Mar 31, 2020",1
Albania,ALB,"Apr 1, 2020",1
Albania,ALB,"Apr 2, 2020",1
Albania,ALB,"Apr 3, 2020",1
Albania,ALB,"Apr 4, 2020",1
Albania,ALB,"Apr 5, 2020",1
Albania,ALB,"Apr 6, 2020",1
Albania,ALB,"Apr 7, 2020",1
Albania,ALB,"Apr 8, 2020",1
Albania,ALB,"Apr 9, 2020",1
Albania,ALB,"Apr 10, 2020",1
Albania,ALB,"Apr 11, 2020",1
Albania,ALB,"Apr 12, 2020",1
Albania,ALB,"Apr 13, 2020",1
Albania,ALB,"Apr 14, 2020",1
Albania,ALB,"Apr 15, 2020",1
Albania,ALB,"Apr 16, 2020",1
Albania,ALB,"Apr 17, 2020",1
Albania,ALB,"Apr 18, 2020",1
Albania,ALB,"Apr 19, 2020",1
Albania,ALB,"Apr 20, 2020",1
Algeria,DZA,"Apr 24, 2020",2
Algeria,DZA,"Apr 25, 2020",2
Andorra,AND,"Mar 27, 2020",1
Andorra,AND,"Mar 28, 2020",1
Andorra,AND,"Mar 29, 2020",1
Andorra,AND,"Mar 30, 2020",1
Andorra,AND,"Mar 31, 2020",1
Andorra,AND,"Apr 1, 2020",1
Andorra,AND,"Apr 2, 2020",1
Andorra,AND,"Apr 3, 2020",1
Andorra,AND,"Apr 4, 2020",1
Andorra,AND,"Apr 5, 2020",1
Andorra,AND,"Apr 6, 2020",1
Andorra,AND,"Apr 7, 2020",1
Andorra,AND,"Apr 8, 2020",1
Andorra,AND,"Apr 9, 2020",1
Andorra,AND,"Apr 10, 2020",1
Andorra,AND,"Apr 11, 2020",1
Andorra,AND,"Apr 12, 2020",1
Andorra,AND,"Apr 13, 2020",1
Andorra,AND,"Apr 14, 2020",1
Andorra,AND,"Apr 15, 2020",1
Andorra,AND,"Apr 16, 2020",1
Andorra,AND,"Apr 17, 2020",1
Andorra,AND,"Apr 18, 2020",1
Andorra,AND,"Apr 19, 2020",1
Andorra,AND,"Apr 20, 2020",1
Andorra,AND,"Apr 21, 2020",1
Andorra,AND,"Apr 22, 2020",1
Andorra,AND,"Apr 23, 2020",1
Andorra,AND,"Apr 24, 2020",1
Andorra,AND,"Apr 25, 2020",1
Andorra,AND,"Apr 26, 2020",1
Andorra,AND,"Apr 27, 2020",1
Andorra,AND,"Apr 28, 2020",1
Andorra,AND,"Apr 29, 2020",1
Andorra,AND,"Apr 30, 2020",1
Andorra,AND,"May 1, 2020",1
Andorra,AND,"May 2, 2020",1
Andorra,AND,"May 3, 2020",1
Andorra,AND,"May 4, 2020",1
Andorra,AND,"May 5, 2020",1
Andorra,AND,"May 6, 2020",1
Argentina,ARG,"Mar 4, 2020",1
Argentina,ARG,"Mar 5, 2020",1
Argentina,ARG,"Mar 6, 2020",1
Argentina,ARG,"Mar 7, 2020",1
Argentina,ARG,"Mar 8, 2020",1
Argentina,ARG,"Mar 9, 2020",1
Argentina,ARG,"Mar 10, 2020",1
Argentina,ARG,"Mar 11, 2020",1
Argentina,ARG,"Mar 12, 2020",1
Argentina,ARG,"Mar 13, 2020",1
Argentina,ARG,"Mar 14, 2020",1
Argentina,ARG,"Mar 15, 2020",1
Argentina,ARG,"Mar 16, 2020",1
Argentina,ARG,"Mar 17, 2020",1
Argentina,ARG,"Mar 18, 2020",1
Argentina,ARG,"Mar 19, 2020",1
Argentina,ARG,"Mar 20, 2020",1
Argentina,ARG,"Mar 21, 2020",1
Argentina,ARG,"Mar 22, 2020",1
Argentina,ARG,"Mar 23, 2020",1
Argentina,ARG,"Mar 24, 2020",1
Argentina,ARG,"Mar 25, 2020",1
Argentina,ARG,"Mar 26, 2020",1
Argentina,ARG,"Mar 27, 2020",1
Argentina,ARG,"Mar 28, 2020",1
Argentina,ARG,"Mar 29, 2020",1
Argentina,ARG,"Mar 30, 2020",1
Argentina,ARG,"Mar 31, 2020",1
Argentina,ARG,"Apr 1, 2020",1
Argentina,ARG,"Apr 2, 2020",1
Argentina,ARG,"Apr 3, 2020",1
Argentina,ARG,"Apr 4, 2020",1
Argentina,ARG,"Apr 5, 2020",1
Argentina,ARG,"Apr 6, 2020",1
Argentina,ARG,"Apr 7, 2020",1
Argentina,ARG,"Apr 8, 2020",1
Argentina,ARG,"Apr 9, 2020",1
Argentina,ARG,"Apr 10, 2020",1
Argentina,ARG,"Apr 11, 2020",1
Argentina,ARG,"Apr 12, 2020",1
Argentina,ARG,"Apr 13, 2020",1
Argentina,ARG,"Apr 14, 2020",1
Argentina,ARG,"Apr 15, 2020",1
Argentina,ARG,"Apr 16, 2020",1
Australia,AUS,"Jan 25, 2020",2
Australia,AUS,"Jan 26, 2020",2
Australia,AUS,"Jan 27, 2020",2
Australia,AUS,"Jan 28, 2020",2
Australia,AUS,"Jan 29, 2020",2
Australia,AUS,"Jan 30, 2020",2
Australia,AUS,"Jan 31, 2020",2
Australia,AUS,"Feb 1, 2020",2
Australia,AUS,"Feb 2, 2020",2
Australia,AUS,"Feb 3, 2020",2
Australia,AUS,"Feb 4, 2020",2
Australia,AUS,"Feb 5, 2020",2
Australia,AUS,"Feb 6, 2020",2
Australia,AUS,"Feb 7, 2020",2
Australia,AUS,"Feb 8, 2020",2
Australia,AUS,"Feb 9, 2020",2
Australia,AUS,"Feb 10, 2020",2
Australia,AUS,"Feb 11, 2020",2
Australia,AUS,"Feb 12, 2020",2
Australia,AUS,"Feb 13, 2020",2
Australia,AUS,"Feb 14, 2020",2
Australia,AUS,"Feb 15, 2020",2
Australia,AUS,"Feb 16, 2020",2
Australia,AUS,"Feb 17, 2020",2
Australia,AUS,"Feb 18, 2020",2
Australia,AUS,"Feb 19, 2020",2
Australia,AUS,"Feb 20, 2020",2
Australia,AUS,"Feb 21, 2020",2
Australia,AUS,"Feb 22, 2020",2
Australia,AUS,"Feb 23, 2020",2
Australia,AUS,"Feb 24, 2020",2
Australia,AUS,"Feb 25, 2020",2
Australia,AUS,"Feb 26, 2020",2
Australia,AUS,"Feb 27, 2020",2
Australia,AUS,"Feb 28, 2020",2
Australia,AUS,"Feb 29, 2020",2
Australia,AUS,"Mar 1, 2020",2
Australia,AUS,"Mar 2, 2020",2
Australia,AUS,"Mar 3, 2020",2
Australia,AUS,"Mar 4, 2020",2
Australia,AUS,"Mar 5, 2020",2
Australia,AUS,"Mar 6, 2020",2
Australia,AUS,"Mar 7, 2020",2
Australia,AUS,"Mar 8, 2020",2
Australia,AUS,"Mar 9, 2020",2
Australia,AUS,"Mar 10, 2020",2
Australia,AUS,"Mar 11, 2020",2
Australia,AUS,"Mar 12, 2020",2
Australia,AUS,"Mar 13, 2020",1
Australia,AUS,"Mar 14, 2020",1
Australia,AUS,"Mar 15, 2020",1
Australia,AUS,"Mar 16, 2020",1
Australia,AUS,"Mar 17, 2020",1
Australia,AUS,"Mar 18, 2020",1
Australia,AUS,"Mar 19, 2020",1
Australia,AUS,"Mar 20, 2020",1
Australia,AUS,"Mar 21, 2020",1
Australia,AUS,"Mar 22, 2020",1
Australia,AUS,"Mar 23, 2020",1
Australia,AUS,"Mar 24, 2020",1
Australia,AUS,"Mar 25, 2020",1
Australia,AUS,"Mar 26, 2020",1
Australia,AUS,"Mar 27, 2020",1
Australia,AUS,"Mar 28, 2020",1
Australia,AUS,"Mar 29, 2020",1
Australia,AUS,"Mar 30, 2020",1
Australia,AUS,"Mar 31, 2020",1
Australia,AUS,"Apr 1, 2020",1
Australia,AUS,"Apr 2, 2020",1
Australia,AUS,"Apr 3, 2020",1
Australia,AUS,"Apr 4, 2020",1
Australia,AUS,"Apr 5, 2020",1
Australia,AUS,"Apr 6, 2020",1
Australia,AUS,"Apr 7, 2020",1
Australia,AUS,"Apr 8, 2020",1
Australia,AUS,"Apr 9, 2020",1
Australia,AUS,"Apr 10, 2020",1
Australia,AUS,"Apr 11, 2020",1
Australia,AUS,"Apr 12, 2020",1
Australia,AUS,"Apr 13, 2020",1
Australia,AUS,"Apr 14, 2020",1
Australia,AUS,"Apr 15, 2020",1
Australia,AUS,"Apr 16, 2020",1
Australia,AUS,"Apr 17, 2020",1
Australia,AUS,"Apr 18, 2020",1
Australia,AUS,"Apr 19, 2020",1
Australia,AUS,"Apr 20, 2020",1
Australia,AUS,"Apr 21, 2020",1
Australia,AUS,"Apr 22, 2020",1
Australia,AUS,"Apr 23, 2020",1
Australia,AUS,"Apr 24, 2020",1
Australia,AUS,"Apr 25, 2020",1
Australia,AUS,"Apr 26, 2020",1
Australia,AUS,"Apr 27, 2020",1
Australia,AUS,"Apr 28, 2020",1
Australia,AUS,"Apr 29, 2020",1
Australia,AUS,"Apr 30, 2020",1
Australia,AUS,"May 1, 2020",1
Australia,AUS,"May 2, 2020",1
Australia,AUS,"May 3, 2020",1
Australia,AUS,"May 4, 2020",1
Australia,AUS,"May 5, 2020",1
Australia,AUS,"May 6, 2020",1
Austria,AUT,"Mar 30, 2020",2
Austria,AUT,"Mar 31, 2020",2
Austria,AUT,"Apr 1, 2020",2
Austria,AUT,"Apr 2, 2020",2
Austria,AUT,"Apr 3, 2020",2
Austria,AUT,"Apr 4, 2020",2
Austria,AUT,"Apr 5, 2020",2
Austria,AUT,"Apr 6, 2020",2
Austria,AUT,"Apr 7, 2020",2
Austria,AUT,"Apr 8, 2020",2
Austria,AUT,"Apr 9, 2020",2
Austria,AUT,"Apr 10, 2020",2
Austria,AUT,"Apr 11, 2020",2
Austria,AUT,"Apr 12, 2020",2
Austria,AUT,"Apr 13, 2020",2
Austria,AUT,"Apr 14, 2020",2
Austria,AUT,"Apr 15, 2020",2
Austria,AUT,"Apr 16, 2020",2
Austria,AUT,"Apr 17, 2020",2
Austria,AUT,"Apr 18, 2020",2
Austria,AUT,"Apr 19, 2020",2
Austria,AUT,"Apr 20, 2020",2
Austria,AUT,"Apr 21, 2020",2
Austria,AUT,"Apr 22, 2020",2
Austria,AUT,"Apr 23, 2020",2
Austria,AUT,"Apr 24, 2020",2
Austria,AUT,"Apr 25, 2020",2
Austria,AUT,"Apr 26, 2020",2
Austria,AUT,"Apr 27, 2020",2
Austria,AUT,"Apr 28, 2020",2
Austria,AUT,"Apr 29, 2020",2
Austria,AUT,"Apr 30, 2020",2
Austria,AUT,"May 1, 2020",2
Austria,AUT,"May 2, 2020",2
Austria,AUT,"May 3, 2020",2
Austria,AUT,"May 4, 2020",2
Azerbaijan,AZE,"Feb 28, 2020",2
Azerbaijan,AZE,"Feb 29, 2020",2
Azerbaijan,AZE,"Mar 1, 2020",2
Azerbaijan,AZE,"Mar 2, 2020",2
Azerbaijan,AZE,"Mar 3, 2020",2
Azerbaijan,AZE,"Mar 4, 2020",2
Azerbaijan,AZE,"Mar 5, 2020",2
Azerbaijan,AZE,"Mar 6, 2020",1
Azerbaijan,AZE,"Mar 7, 2020",1
Azerbaijan,AZE,"Mar 8, 2020",1
Azerbaijan,AZE,"Mar 9, 2020",1
Azerbaijan,AZE,"Mar 10, 2020",1
Azerbaijan,AZE,"Mar 11, 2020",1
Azerbaijan,AZE,"Mar 12, 2020",1
Azerbaijan,AZE,"Mar 13, 2020",1
Azerbaijan,AZE,"Mar 14, 2020",1
Azerbaijan,AZE,"Mar 15, 2020",1
Azerbaijan,AZE,"Mar 16, 2020",1
Azerbaijan,AZE,"Mar 17, 2020",1
Azerbaijan,AZE,"Mar 18, 2020",1
Azerbaijan,AZE,"Mar 19, 2020",1
Azerbaijan,AZE,"Mar 20, 2020",1
Azerbaijan,AZE,"Mar 21, 2020",1
Azerbaijan,AZE,"Mar 22, 2020",1
Azerbaijan,AZE,"Mar 23, 2020",1
Azerbaijan,AZE,"Mar 24, 2020",1
Azerbaijan,AZE,"Mar 25, 2020",1
Azerbaijan,AZE,"Mar 26, 2020",1
Azerbaijan,AZE,"Mar 27, 2020",1
Azerbaijan,AZE,"Mar 28, 2020",1
Azerbaijan,AZE,"Mar 29, 2020",1
Azerbaijan,AZE,"Mar 30, 2020",1
Azerbaijan,AZE,"Mar 31, 2020",1
Azerbaijan,AZE,"Apr 1, 2020",1
Azerbaijan,AZE,"Apr 2, 2020",1
Azerbaijan,AZE,"Apr 3, 2020",1
Azerbaijan,AZE,"Apr 4, 2020",1
Azerbaijan,AZE,"Apr 5, 2020",1
Azerbaijan,AZE,"Apr 6, 2020",1
Azerbaijan,AZE,"Apr 7, 2020",1
Azerbaijan,AZE,"Apr 8, 2020",1
Azerbaijan,AZE,"Apr 9, 2020",1
Azerbaijan,AZE,"Apr 10, 2020",1
Azerbaijan,AZE,"Apr 11, 2020",1
Azerbaijan,AZE,"Apr 12, 2020",1
Azerbaijan,AZE,"Apr 13, 2020",1
Azerbaijan,AZE,"Apr 14, 2020",1
Azerbaijan,AZE,"Apr 15, 2020",1
Azerbaijan,AZE,"Apr 16, 2020",1
Azerbaijan,AZE,"Apr 17, 2020",1
Azerbaijan,AZE,"Apr 18, 2020",1
Azerbaijan,AZE,"Apr 19, 2020",1
Azerbaijan,AZE,"Apr 20, 2020",1
Azerbaijan,AZE,"Apr 21, 2020",1
Azerbaijan,AZE,"Apr 22, 2020",1
Azerbaijan,AZE,"Apr 23, 2020",1
Azerbaijan,AZE,"Apr 24, 2020",1
Azerbaijan,AZE,"Apr 25, 2020",1
Azerbaijan,AZE,"Apr 26, 2020",1
Azerbaijan,AZE,"Apr 27, 2020",1
Azerbaijan,AZE,"Apr 28, 2020",1
Azerbaijan,AZE,"Apr 29, 2020",1
Azerbaijan,AZE,"Apr 30, 2020",1
Azerbaijan,AZE,"May 1, 2020",1
Azerbaijan,AZE,"May 2, 2020",1
Azerbaijan,AZE,"May 3, 2020",1
Azerbaijan,AZE,"May 4, 2020",1
Bahrain,BHR,"Feb 21, 2020",2
Bahrain,BHR,"Feb 22, 2020",2
Bahrain,BHR,"Feb 23, 2020",2
Bahrain,BHR,"Feb 24, 2020",2
Bahrain,BHR,"Feb 25, 2020",2
Bahrain,BHR,"Feb 26, 2020",2
Bahrain,BHR,"Feb 27, 2020",2
Bahrain,BHR,"Feb 28, 2020",2
Bahrain,BHR,"Feb 29, 2020",2
Bahrain,BHR,"Mar 1, 2020",2
Bahrain,BHR,"Mar 2, 2020",2
Bahrain,BHR,"Mar 3, 2020",2
Bahrain,BHR,"Mar 4, 2020",2
Bahrain,BHR,"Mar 5, 2020",2
Bahrain,BHR,"Mar 6, 2020",2
Bahrain,BHR,"Mar 7, 2020",2
Bahrain,BHR,"Mar 8, 2020",2
Bahrain,BHR,"Mar 9, 2020",2
Bahrain,BHR,"Mar 10, 2020",2
Bahrain,BHR,"Mar 11, 2020",2
Bahrain,BHR,"Mar 12, 2020",2
Bahrain,BHR,"Mar 13, 2020",2
Bahrain,BHR,"Mar 14, 2020",2
Bahrain,BHR,"Mar 15, 2020",2
Bahrain,BHR,"Mar 16, 2020",2
Bahrain,BHR,"Mar 17, 2020",2
Bahrain,BHR,"Mar 18, 2020",2
Bahrain,BHR,"Mar 19, 2020",2
Bahrain,BHR,"Mar 20, 2020",2
Bahrain,BHR,"Mar 21, 2020",2
Bahrain,BHR,"Mar 22, 2020",2
Bahrain,BHR,"Mar 23, 2020",2
Bahrain,BHR,"Mar 24, 2020",2
Bahrain,BHR,"Mar 25, 2020",2
Bahrain,BHR,"Mar 26, 2020",2
Bahrain,BHR,"Mar 27, 2020",2
Bahrain,BHR,"Mar 28, 2020",2
Bahrain,BHR,"Mar 29, 2020",2
Bahrain,BHR,"Mar 30, 2020",2
Bahrain,BHR,"Mar 31, 2020",2
Bahrain,BHR,"Apr 1, 2020",2
Bahrain,BHR,"Apr 2, 2020",2
Bahrain,BHR,"Apr 3, 2020",2
Bahrain,BHR,"Apr 4, 2020",2
Bahrain,BHR,"Apr 5, 2020",2
Bahrain,BHR,"Apr 6, 2020",2
Bahrain,BHR,"Apr 7, 2020",2
Bahrain,BHR,"Apr 8, 2020",2
Bahrain,BHR,"Apr 9, 2020",2
Bahrain,BHR,"Apr 10, 2020",2
Bahrain,BHR,"Apr 11, 2020",2
Bahrain,BHR,"Apr 12, 2020",2
Bahrain,BHR,"Apr 13, 2020",2
Bahrain,BHR,"Apr 14, 2020",2
Bahrain,BHR,"Apr 15, 2020",2
Bahrain,BHR,"Apr 16, 2020",2
Bahrain,BHR,"Apr 17, 2020",2
Bahrain,BHR,"Apr 18, 2020",2
Bahrain,BHR,"Apr 19, 2020",2
Bahrain,BHR,"Apr 20, 2020",2
Bahrain,BHR,"Apr 21, 2020",2
Bahrain,BHR,"Apr 22, 2020",2
Bahrain,BHR,"Apr 23, 2020",2
Bahrain,BHR,"Apr 24, 2020",2
Bahrain,BHR,"Apr 25, 2020",2
Bahrain,BHR,"Apr 26, 2020",2
Bahrain,BHR,"Apr 27, 2020",2
Bahrain,BHR,"Apr 28, 2020",2
Bahrain,BHR,"Apr 29, 2020",2
Bangladesh,BGD,"Mar 1, 2020",1
Bangladesh,BGD,"Mar 2, 2020",1
Bangladesh,BGD,"Mar 3, 2020",1
Bangladesh,BGD,"Mar 4, 2020",1
Bangladesh,BGD,"Mar 5, 2020",1
Bangladesh,BGD,"Mar 6, 2020",1
Bangladesh,BGD,"Mar 7, 2020",1
Bangladesh,BGD,"Mar 8, 2020",1
Bangladesh,BGD,"Mar 9, 2020",1
Bangladesh,BGD,"Mar 10, 2020",1
Bangladesh,BGD,"Mar 11, 2020",1
Bangladesh,BGD,"Mar 12, 2020",1
Bangladesh,BGD,"Mar 13, 2020",1
Bangladesh,BGD,"Mar 14, 2020",1
Bangladesh,BGD,"Mar 15, 2020",1
Bangladesh,BGD,"Mar 16, 2020",1
Bangladesh,BGD,"Mar 17, 2020",1
Bangladesh,BGD,"Mar 18, 2020",1
Bangladesh,BGD,"Mar 19, 2020",1
Bangladesh,BGD,"Mar 20, 2020",1
Bangladesh,BGD,"Mar 21, 2020",1
Bangladesh,BGD,"Mar 22, 2020",1
Bangladesh,BGD,"Mar 23, 2020",1
Bangladesh,BGD,"Mar 24, 2020",1
Bangladesh,BGD,"Mar 25, 2020",1
Bangladesh,BGD,"Mar 26, 2020",1
Bangladesh,BGD,"Mar 27, 2020",1
Bangladesh,BGD,"Mar 28, 2020",1
Bangladesh,BGD,"Mar 29, 2020",1
Bangladesh,BGD,"Mar 30, 2020",1
Bangladesh,BGD,"Mar 31, 2020",1
Bangladesh,BGD,"Apr 1, 2020",1
Bangladesh,BGD,"Apr 2, 2020",1
Bangladesh,BGD,"Apr 3, 2020",1
Bangladesh,BGD,"Apr 4, 2020",1
Bangladesh,BGD,"Apr 5, 2020",1
Bangladesh,BGD,"Apr 6, 2020",1
Bangladesh,BGD,"Apr 7, 2020",1
Bangladesh,BGD,"Apr 8, 2020",1
Bangladesh,BGD,"Apr 9, 2020",1
Bangladesh,BGD,"Apr 10, 2020",1
Bangladesh,BGD,"Apr 11, 2020",1
Bangladesh,BGD,"Apr 12, 2020",1
Bangladesh,BGD,"Apr 13, 2020",1
Bangladesh,BGD,"Apr 14, 2020",1
Bangladesh,BGD,"Apr 15, 2020",1
Bangladesh,BGD,"Apr 16, 2020",1
Bangladesh,BGD,"Apr 17, 2020",1
Bangladesh,BGD,"Apr 18, 2020",1
Bangladesh,BGD,"Apr 19, 2020",1
Bangladesh,BGD,"Apr 20, 2020",1
Bangladesh,BGD,"Apr 21, 2020",1
Bangladesh,BGD,"Apr 22, 2020",1
Bangladesh,BGD,"Apr 23, 2020",1
Bangladesh,BGD,"Apr 24, 2020",1
Bangladesh,BGD,"Apr 25, 2020",1
Bangladesh,BGD,"Apr 26, 2020",1
Bangladesh,BGD,"Apr 27, 2020",1
Bangladesh,BGD,"Apr 28, 2020",1
Bangladesh,BGD,"Apr 29, 2020",1
Bangladesh,BGD,"Apr 30, 2020",1
Barbados,BRB,"Mar 20, 2020",2
Barbados,BRB,"Mar 21, 2020",2
Barbados,BRB,"Mar 22, 2020",2
Barbados,BRB,"Mar 23, 2020",2
Barbados,BRB,"Mar 24, 2020",2
Barbados,BRB,"Mar 25, 2020",2
Barbados,BRB,"Mar 26, 2020",2
Barbados,BRB,"Mar 27, 2020",2
Barbados,BRB,"Mar 28, 2020",2
Barbados,BRB,"Mar 29, 2020",2
Barbados,BRB,"Mar 30, 2020",2
Barbados,BRB,"Mar 31, 2020",2
Barbados,BRB,"Apr 1, 2020",2
Barbados,BRB,"Apr 2, 2020",2
Barbados,BRB,"Apr 3, 2020",2
Barbados,BRB,"Apr 4, 2020",2
Barbados,BRB,"Apr 5, 2020",2
Barbados,BRB,"Apr 6, 2020",2
Barbados,BRB,"Apr 7, 2020",2
Barbados,BRB,"Apr 8, 2020",2
Barbados,BRB,"Apr 9, 2020",2
Barbados,BRB,"Apr 10, 2020",2
Barbados,BRB,"Apr 11, 2020",2
Barbados,BRB,"Apr 12, 2020",2
Barbados,BRB,"Apr 13, 2020",2
Barbados,BRB,"Apr 14, 2020",2
Barbados,BRB,"Apr 15, 2020",2
Barbados,BRB,"Apr 16, 2020",2
Barbados,BRB,"Apr 17, 2020",2
Barbados,BRB,"Apr 18, 2020",2
Barbados,BRB,"Apr 19, 2020",2
Barbados,BRB,"Apr 20, 2020",2
Barbados,BRB,"Apr 21, 2020",2
Barbados,BRB,"Apr 22, 2020",2
Barbados,BRB,"Apr 23, 2020",2
Barbados,BRB,"Apr 24, 2020",2
Barbados,BRB,"Apr 25, 2020",2
Barbados,BRB,"Apr 26, 2020",2
Barbados,BRB,"Apr 27, 2020",2
Barbados,BRB,"Apr 28, 2020",2
Barbados,BRB,"Apr 29, 2020",2
Barbados,BRB,"Apr 30, 2020",2
Barbados,BRB,"May 1, 2020",2
Barbados,BRB,"May 2, 2020",2
Barbados,BRB,"May 3, 2020",2
Belgium,BEL,"Feb 26, 2020",2
Belgium,BEL,"Feb 27, 2020",2
Belgium,BEL,"Feb 28, 2020",2
Belgium,BEL,"Feb 29, 2020",2
Belgium,BEL,"Mar 1, 2020",2
Belgium,BEL,"Mar 2, 2020",2
Belgium,BEL,"Mar 3, 2020",2
Belgium,BEL,"Mar 4, 2020",2
Belgium,BEL,"Mar 5, 2020",2
Belgium,BEL,"Mar 6, 2020",2
Belgium,BEL,"Mar 7, 2020",2
Belgium,BEL,"Mar 8, 2020",2
Belgium,BEL,"Mar 9, 2020",2
Belgium,BEL,"Mar 10, 2020",2
Belgium,BEL,"Mar 11, 2020",2
Belgium,BEL,"Mar 12, 2020",2
Belgium,BEL,"Mar 13, 2020",1
Belgium,BEL,"Mar 14, 2020",1
Belgium,BEL,"Mar 15, 2020",1
Belgium,BEL,"Mar 16, 2020",1
Belgium,BEL,"Mar 17, 2020",1
Belgium,BEL,"Mar 18, 2020",1
Belgium,BEL,"Mar 19, 2020",1
Belgium,BEL,"Mar 20, 2020",1
Belgium,BEL,"Mar 21, 2020",1
Belgium,BEL,"Mar 22, 2020",1
Belgium,BEL,"Mar 23, 2020",1
Belgium,BEL,"Mar 24, 2020",1
Belgium,BEL,"Mar 25, 2020",1
Belgium,BEL,"Mar 26, 2020",1
Belgium,BEL,"Mar 27, 2020",1
Belgium,BEL,"Mar 28, 2020",1
Belgium,BEL,"Mar 29, 2020",1
Belgium,BEL,"Mar 30, 2020",1
Belgium,BEL,"Mar 31, 2020",1
Belgium,BEL,"Apr 1, 2020",1
Belgium,BEL,"Apr 2, 2020",1
Belgium,BEL,"Apr 3, 2020",1
Belgium,BEL,"Apr 4, 2020",1
Belgium,BEL,"Apr 5, 2020",1
Belgium,BEL,"Apr 6, 2020",1
Belgium,BEL,"Apr 7, 2020",1
Belgium,BEL,"Apr 8, 2020",1
Belgium,BEL,"Apr 9, 2020",1
